ticker,hard_stop,callback_base,callback_high,total_return,cagr,sharpe,mdd,trades,win_rate,return_mdd_ratio
PLTR,-0.03,0.03,0.07,0.05577717315530777,0.026410040767415044,0.3172808839272216,-0.6720126917153741,59,0.2711864406779661,0.08300017818552119
PLTR,-0.03,0.03,0.09,0.08258780362653732,0.038846477846597116,0.3367831175210879,-0.6643379023978376,57,0.2807017543859649,0.12431595928585112
PLTR,-0.03,0.03,0.11,0.15142940367603303,0.07006467318278609,0.3838319047214825,-0.6747995342600147,55,0.2909090909090909,0.2244065029506734
PLTR,-0.03,0.04,0.07,0.09054502453422546,0.04250665139706711,0.34269135310591076,-0.6612123991617915,58,0.27586206896551724,0.13693788054943912
PLTR,-0.03,0.04,0.09,0.11823149304533005,0.05513492088481842,0.36217299055634156,-0.6532845522568108,56,0.2857142857142857,0.18098008384997355
PLTR,-0.03,0.04,0.11,0.16478342870998383,0.07600706017467895,0.39353577511194016,-0.664091031850542,54,0.2962962962962963,0.2481337961315361
PLTR,-0.03,0.05,0.07,0.3114653150014877,0.13908007977505665,0.4864473035815109,-0.6188701873007738,54,0.2777777777777778,0.5032805286031885
PLTR,-0.03,0.05,0.09,0.34441281236219407,0.15273503505641806,0.5056335657719295,-0.6188701873007738,52,0.28846153846153844,0.5565186680980123
PLTR,-0.03,0.05,0.11,0.400334982088089,0.17551943132618497,0.5368741945487701,-0.6188701873007738,50,0.3,0.6468803802525461
PLTR,-0.03,0.06,0.07,0.41585621009635926,0.18175904194422077,0.5450491218873291,-0.6188701873007738,53,0.2830188679245283,0.6719603216146703
PLTR,-0.03,0.06,0.09,0.45142825758600236,0.19592640082447987,0.5643348336962701,-0.6188701873007738,51,0.29411764705882354,0.7294393345314049
PLTR,-0.03,0.06,0.11,0.400334982088089,0.17551943132618497,0.5368741945487701,-0.6188701873007738,50,0.3,0.6468803802525461
PLTR,-0.03,0.08,0.07,0.062146050256729125,0.029379049618829534,0.32178887059982453,-0.7021807880533099,53,0.2641509433962264,0.0885043443427435
PLTR,-0.03,0.08,0.09,0.08884003245544433,0.041723558249674664,0.3410785180763618,-0.6952114086585516,51,0.27450980392156865,0.12778851346364703
PLTR,-0.03,0.08,0.11,0.06056499007177353,0.0286428648085435,0.32192519967527455,-0.704724447969534,50,0.28,0.08594137786233268
PLTR,-0.04,0.03,0.07,0.06404164947414398,0.030260942010643,0.32352835454445644,-0.6890181603357408,54,0.2962962962962963,0.09294624316278997
PLTR,-0.04,0.03,0.09,0.09200977418279647,0.04317889456888513,0.3435740098728622,-0.6814659458906227,54,0.3148148148148148,0.13501742051475057
PLTR,-0.04,0.03,0.11,0.01495341527223587,0.0071538768407570785,0.2884174286827944,-0.6913947065929854,51,0.3137254901960784,0.021627899562498012
PLTR,-0.04,0.04,0.07,0.27672556390571595,0.12448779619722794,0.4646335909259271,-0.6387202057721395,51,0.3137254901960784,0.4332500544133976
PLTR,-0.04,0.04,0.09,0.31026911332082746,0.1385809837580465,0.4847472895882061,-0.6387202057721395,51,0.3333333333333333,0.48576686711476064
PLTR,-0.04,0.04,0.11,0.2178270072979927,0.0992680640220609,0.42885247886716654,-0.6387202057721395,48,0.3333333333333333,0.34103666257851484
PLTR,-0.04,0.05,0.07,0.35432745775699614,0.1568099946427144,0.5112513614675661,-0.63052604650431,49,0.30612244897959184,0.5619553065593684
PLTR,-0.04,0.05,0.09,0.38954594574975965,0.17116098327038753,0.5310268954530298,-0.63052604650431,49,0.32653061224489793,0.6178110292341379
PLTR,-0.04,0.05,0.11,0.29147558765745163,0.13070837727914508,0.4753326622446178,-0.63052604650431,46,0.32608695652173914,0.46227366700141426
PLTR,-0.04,0.06,0.07,0.37197998988246916,0.16402706222819763,0.5212083511133422,-0.63052604650431,49,0.30612244897959184,0.5899518218870701
PLTR,-0.04,0.06,0.09,0.407655584549427,0.17846680450663244,0.5409930506155401,-0.63052604650431,49,0.32653061224489793,0.6465325053730996
PLTR,-0.04,0.06,0.11,0.29147558765745163,0.13070837727914508,0.4753326622446178,-0.63052604650431,46,0.32608695652173914,0.46227366700141426
PLTR,-0.04,0.08,0.07,0.16872752046537398,0.07775535451231907,0.3981099193630611,-0.6807856198573853,49,0.30612244897959184,0.247842368498794
PLTR,-0.04,0.08,0.09,0.022870088898658752,0.010919128426936098,0.29486165188919017,-0.7129318510340187,50,0.3,0.032078927130957245
PLTR,-0.04,0.08,0.11,-0.046988942181587216,-0.022849383056368633,0.24217594897253464,-0.7218911272108187,47,0.2978723404255319,0.06509145272797448
PLTR,-0.05,0.03,0.07,-0.12591430582523347,-0.06258792078365993,0.16056391659418687,-0.7498174185398747,45,0.28888888888888886,0.16792662148397056
PLTR,-0.05,0.03,0.09,-0.10469135845518113,-0.05172501576421007,0.17938128743722745,-0.7437422565470803,46,0.30434782608695654,0.14076295589445773
PLTR,-0.05,0.03,0.11,-0.15252255013275146,-0.07640281861019738,0.1393471708379965,-0.7517290053906299,42,0.30952380952380953,0.20289565659834335
PLTR,-0.05,0.04,0.07,-0.08811773096990586,-0.04333459831978337,0.1931643325546834,-0.7390012193616214,44,0.29545454545454547,0.11923895206292819
PLTR,-0.05,0.04,0.09,-0.065981791826725,-0.03225092864739776,0.2120284175267593,-0.7326626769929246,45,0.3111111111111111,0.09005753111040785
PLTR,-0.05,0.04,0.11,-0.11588872400188446,-0.057439471089912875,0.17166829153592883,-0.7409960623262647,41,0.3170731707317073,0.15639587022644394
PLTR,-0.05,0.05,0.07,0.02954073429632187,0.014080014558470966,0.2910474579008641,-0.7173189679096895,41,0.2926829268292683,0.041182145764812744
PLTR,-0.05,0.05,0.09,0.12909243243551255,0.06004434746208398,0.36322523080470004,-0.7173189679096895,41,0.3170731707317073,0.17996517338959492
PLTR,-0.05,0.05,0.11,0.06866918445444108,0.0324103930889823,0.3219151257312199,-0.7173189679096895,37,0.32432432432432434,0.09573033410024999
PLTR,-0.05,0.06,0.07,0.04295851708745956,0.020405953769892182,0.30114399461480945,-0.7173189679096895,41,0.2926829268292683,0.059887607897283486
PLTR,-0.05,0.06,0.09,0.14380622582769395,0.06665637875398711,0.3733664211264868,-0.7173189679096895,41,0.3170731707317073,0.20047737793237771
PLTR,-0.05,0.06,0.11,0.06866918445444108,0.0324103930889823,0.3219151257312199,-0.7173189679096895,37,0.32432432432432434,0.09573033410024999
PLTR,-0.05,0.08,0.07,0.02831926110124588,0.01350201718936872,0.29012343824615056,-0.7173189679096895,41,0.2926829268292683,0.03947931445862906
PLTR,-0.05,0.08,0.09,-0.04583257680034637,-0.02228013566972209,0.23004019684844154,-0.7478367211630853,41,0.2926829268292683,0.061286876537788235
PLTR,-0.05,0.08,0.11,-0.09466610261535645,-0.046640169781475116,0.19154604053630153,-0.7557069548296186,37,0.2972972972972973,0.1252682696782906
PLTR,-0.06,0.03,0.07,0.14185234810304642,0.06578090799316705,0.37346371381676674,-0.693241015986405,39,0.3333333333333333,0.20462197826135012
PLTR,-0.06,0.03,0.09,0.16957934148216247,0.07813253768338235,0.39218852388469577,-0.6857917493743293,40,0.35,0.247275272175373
PLTR,-0.06,0.03,0.11,0.03907990839290619,0.018581715827614476,0.30086792057281064,-0.695584798682453,38,0.34210526315789475,0.05618280972633341
PLTR,-0.06,0.04,0.07,0.22073214660310744,0.10052668584787905,0.42671130247073624,-0.6720673790643152,38,0.34210526315789475,0.3284375249851011
PLTR,-0.06,0.04,0.09,0.2503727461771965,0.11328022854849795,0.44537491561480447,-0.6641046710800788,39,0.358974358974359,0.37700795835391165
PLTR,-0.06,0.04,0.11,0.11085100214195251,0.05178459119341827,0.3542122380871812,-0.6745727971020189,37,0.35135135135135137,0.16432770876348868
PLTR,-0.06,0.05,0.07,0.4765054054131508,0.2058057633846484,0.5749704011118203,-0.6499463829075074,34,0.35294117647058826,0.7331457146996099
PLTR,-0.06,0.05,0.09,0.6192947509732246,0.26046712089238566,0.6469235550204729,-0.6499463829075074,34,0.38235294117647056,0.9528397530313747
PLTR,-0.06,0.05,0.11,0.43848159486579896,0.19079121593554071,0.5548489095978792,-0.6499463829075074,32,0.375,0.6746427188413147
PLTR,-0.06,0.06,0.07,0.4957469660019875,0.2133271563865491,0.585045224451796,-0.6499463829075074,34,0.35294117647058826,0.7627505576449007
PLTR,-0.06,0.06,0.09,0.6403974280800819,0.2683295876252172,0.6570458160618508,-0.6499463829075074,34,0.38235294117647056,0.9853080883615221
PLTR,-0.06,0.06,0.11,0.43848159486579896,0.19079121593554071,0.5548489095978792,-0.6499463829075074,32,0.375,0.6746427188413147
PLTR,-0.06,0.08,0.07,0.3149469147439003,0.14053137661067838,0.48581122974878166,-0.6499463829075074,34,0.35294117647058826,0.4845736864247151
PLTR,-0.06,0.08,0.09,0.22013739704608917,0.10026914353478422,0.42737364010489626,-0.6605473321735484,34,0.35294117647058826,0.33326513683996156
PLTR,-0.06,0.08,0.11,0.21862095889902114,0.09961219023197865,0.4258423155105819,-0.6711424411256903,32,0.34375,0.3257444999787731
PLTR,-0.08,0.03,0.07,-0.00316047527217865,-0.0015191084645377328,0.26739593878588036,-0.7185432582413275,37,0.40540540540540543,0.00439844816012063
PLTR,-0.08,0.03,0.09,0.02103607360267639,0.010048203630656172,0.2860637693116667,-0.7117120133956518,38,0.42105263157894735,0.029557002280052997
PLTR,-0.08,0.03,0.11,-0.09293747359895706,-0.04576636623835084,0.1952210979953247,-0.7207068474919676,36,0.4166666666666667,0.12895322685274316
PLTR,-0.08,0.04,0.07,0.14933894484758378,0.06913120688642316,0.3793220786881948,-0.6754857074471688,36,0.4166666666666667,0.2210837967423077
PLTR,-0.08,0.04,0.09,0.17724213816690446,0.0815191963717492,0.3979949617152789,-0.6676081046923363,37,0.43243243243243246,0.26548829608440055
PLTR,-0.08,0.04,0.11,0.04582710048913956,0.021752876281422084,0.30685675220852265,-0.6779797074158563,35,0.42857142857142855,0.06759361672314822
PLTR,-0.08,0.05,0.07,0.26343297014808653,0.11884978590802509,0.45445185196825894,-0.6498830119495651,32,0.40625,0.4053544488843025
PLTR,-0.08,0.05,0.09,0.3856037478718758,0.16956406788316025,0.5258235297374523,-0.6413844500184944,32,0.4375,0.6012053267907521
PLTR,-0.08,0.05,0.11,0.2308713368420601,0.10490723208289965,0.4346794002033443,-0.6525747325291381,30,0.43333333333333335,0.3537852836368461
PLTR,-0.08,0.06,0.07,0.13211863613700867,0.061407893438927275,0.37107759365795695,-0.6498830119495651,32,0.40625,0.20329602975875585
PLTR,-0.08,0.06,0.09,0.24158923800039292,0.10951746273048912,0.4418465662893558,-0.6413844500184944,32,0.4375,0.3766683741606561
PLTR,-0.08,0.06,0.11,0.2308713368420601,0.10490723208289965,0.4346794002033443,-0.6525747325291381,30,0.43333333333333335,0.3537852836368461
PLTR,-0.08,0.08,0.07,0.06652301117229462,0.031414116417681104,0.32534308602978995,-0.6650223676660973,32,0.40625,0.10003123865706622
PLTR,-0.08,0.08,0.09,0.08719437051391601,0.04096711043013057,0.33874219419166685,-0.6810783918606492,30,0.4,0.1280239860138688
PLTR,-0.08,0.08,0.11,0.09462349991512299,0.04437729419858849,0.3432862004244675,-0.691031486713919,28,0.39285714285714285,0.13693080812437175
NVDA,-0.03,0.03,0.07,3.4085523164963734,0.28079853599214855,0.7488880454907199,-0.483155880246335,97,0.32989690721649484,7.054767324281632
NVDA,-0.03,0.03,0.09,2.9276160226826673,0.2563539719143968,0.7043920925445329,-0.4839683913942692,96,0.3229166666666667,6.0491884898690795
NVDA,-0.03,0.03,0.11,2.7680650961337108,0.24769232109321804,0.6856856239857582,-0.5027488475457131,90,0.3,5.5058606492022255
NVDA,-0.03,0.04,0.07,3.4456977165675164,0.2825925099948665,0.7456177812052976,-0.553789405009195,97,0.30927835051546393,6.222036184513686
NVDA,-0.03,0.04,0.09,2.961604442046642,0.25816114306533056,0.702064651119389,-0.5691505354703305,96,0.3020833333333333,5.203552061317579
NVDA,-0.03,0.04,0.11,3.3779705397315043,0.27931208137906216,0.7385520897751274,-0.5634509444280954,89,0.29213483146067415,5.995145758714019
NVDA,-0.03,0.05,0.07,3.176657026199817,0.26930517252765895,0.7254471472573862,-0.4831556496764613,91,0.3076923076923077,6.574810888224163
NVDA,-0.03,0.05,0.09,2.732909644617556,0.24574282803692138,0.6824704936138886,-0.48854360586365886,90,0.3,5.593993272691092
NVDA,-0.03,0.05,0.11,2.9228996954655657,0.25610217533324287,0.6995263993077026,-0.5071510532191456,83,0.2891566265060241,5.763371044804966
NVDA,-0.03,0.06,0.07,2.7185438320472244,0.2449417883933347,0.6774425454807917,-0.5658393662500797,91,0.2857142857142857,4.804444501738202
NVDA,-0.03,0.06,0.09,2.2683342511889935,0.21842677249891707,0.6280924795129331,-0.5807872492708065,89,0.2696629213483146,3.905619921988553
NVDA,-0.03,0.06,0.11,2.3866670566861643,0.2256772523646864,0.6402248308809888,-0.5960380161430805,83,0.27710843373493976,4.00421951628206
NVDA,-0.03,0.08,0.07,4.0761734901502145,0.311284401950652,0.7895605237790158,-0.5525961224459581,85,0.2823529411764706,7.376406247853918
NVDA,-0.03,0.08,0.09,3.3811744715287695,0.27946821632238383,0.7345012259543746,-0.5679984315560005,84,0.2619047619047619,5.9527883946197315
NVDA,-0.03,0.08,0.11,3.4659385341017273,0.28356480968809294,0.7394682178413486,-0.5837142293795526,78,0.2692307692307692,5.937731786641174
NVDA,-0.04,0.03,0.07,1.815428940152645,0.1884819258118513,0.5729928411995909,-0.6208287076151424,89,0.34831460674157305,2.924202630909985
NVDA,-0.04,0.03,0.09,1.719023042847156,0.18159414182912448,0.5594540602680094,-0.6338812889924414,89,0.34831460674157305,2.7119005919539836
NVDA,-0.04,0.03,0.11,1.530356705222607,0.1675040108019017,0.5302516658419101,-0.6290333956128413,82,0.3170731707317073,2.432870362521283
NVDA,-0.04,0.04,0.07,2.840365598583221,0.25165447190860823,0.6900473441316793,-0.6515151211001502,85,0.3411764705882353,4.359631122278439
NVDA,-0.04,0.04,0.09,2.7096626998529416,0.24444528463275783,0.6770372473928349,-0.6635119609869645,85,0.3411764705882353,4.083818919891598
NVDA,-0.04,0.04,0.11,3.4108655651340483,0.2809106236441885,0.7427536843901955,-0.6590582338514871,77,0.33766233766233766,5.175362949645898
NVDA,-0.04,0.05,0.07,3.299212823723792,0.2754437748330496,0.734011098911257,-0.5728241121231957,81,0.345679012345679,5.759556474491142
NVDA,-0.04,0.05,0.09,3.0830085294914222,0.2645125044878569,0.7143405377247731,-0.5875281202015007,80,0.3375,5.247422929193692
NVDA,-0.04,0.05,0.11,3.387263422070505,0.279764682832377,0.7402371975119512,-0.6025314908273549,72,0.3333333333333333,5.621720148467838
NVDA,-0.04,0.06,0.07,2.694549886735678,0.24359811473228787,0.6751332800008748,-0.6302424768274911,78,0.32051282051282054,4.2754177730125065
NVDA,-0.04,0.06,0.09,2.694141269740342,0.24357516907495436,0.6757050804201695,-0.6429715035718996,76,0.3157894736842105,4.190141016784693
NVDA,-0.04,0.06,0.11,2.6392802671797284,0.24047510340081435,0.6681161504867733,-0.6559583334156707,70,0.32857142857142857,4.023548650470849
NVDA,-0.04,0.08,0.07,3.6990166258204003,0.2945044308020581,0.7603822353386213,-0.6443843747492658,73,0.3150684931506849,5.740388455663147
NVDA,-0.04,0.08,0.09,3.5884062437462805,0.28937064558093306,0.7518620727008155,-0.6566260255328326,71,0.30985915492957744,5.464916260110761
NVDA,-0.04,0.08,0.11,3.2758169011919525,0.27428327568376987,0.7228241781723544,-0.669115841267116,65,0.3230769230769231,4.895739570279016
NVDA,-0.05,0.03,0.07,3.7889655604770165,0.29860553963481795,0.7674438838091777,-0.6285478247009058,78,0.3974358974358974,6.028126121158711
NVDA,-0.05,0.03,0.09,3.624966453901049,0.2910788237450954,0.7547689212491638,-0.6413349823720044,78,0.3974358974358974,5.652220062117863
NVDA,-0.05,0.03,0.11,3.447944585744619,0.28270062368294924,0.741944348487236,-0.6365874126437078,72,0.375,5.416294003404058
NVDA,-0.05,0.04,0.07,3.0038957714357353,0.2603918313557432,0.69935634838812,-0.6586106636236998,76,0.39473684210526316,4.560958298045452
NVDA,-0.05,0.04,0.09,2.8676805623187995,0.25313519858021727,0.6866741489386067,-0.6703615230160267,76,0.39473684210526316,4.277811992276652
NVDA,-0.05,0.04,0.11,2.8124434759483328,0.25013173397895594,0.6830440767397611,-0.6659986520355224,71,0.38028169014084506,4.222896649043555
NVDA,-0.05,0.05,0.07,3.181605723871468,0.2695559332092168,0.7158379162157567,-0.6095234865071538,72,0.4027777777777778,5.219824656968532
NVDA,-0.05,0.05,0.09,3.200551608403442,0.2705136805676567,0.7183723176832183,-0.6229653351293346,70,0.4,5.137607869848764
NVDA,-0.05,0.05,0.11,2.4253690802156926,0.22800279738185925,0.6416999418127853,-0.6483074895789592,66,0.3787878787878788,3.741078298803611
NVDA,-0.05,0.06,0.07,2.8632754650712013,0.25289699157173917,0.6853817506949191,-0.6568044637975415,68,0.38235294117647056,4.3594031753624005
NVDA,-0.05,0.06,0.09,3.085785459640025,0.26465593129419474,0.7075975310269187,-0.6686193625563573,65,0.38461538461538464,4.615160182980682
NVDA,-0.05,0.06,0.11,2.0545932726531033,0.20475696551298816,0.5978731060202697,-0.6908916034611203,63,0.38095238095238093,2.9738286908689067
NVDA,-0.05,0.08,0.07,4.187559433021545,0.3160410502201785,0.7882444983777859,-0.6463456390275096,64,0.375,6.478823682205296
NVDA,-0.05,0.08,0.09,4.357801429861067,0.32314922652406297,0.8012662837396451,-0.6585198734613268,61,0.3770491803278688,6.617570107573966
NVDA,-0.05,0.08,0.11,2.8266516447505965,0.2509077358520342,0.677525561279927,-0.6814714674734087,59,0.3728813559322034,4.1478649945984625
NVDA,-0.06,0.03,0.07,3.546204799071072,0.28738473814674914,0.7497945099695814,-0.6471006943248332,70,0.44285714285714284,5.4801437089649285
NVDA,-0.06,0.03,0.09,3.390544707328557,0.2799243040686681,0.7370307288129302,-0.6592458010310622,70,0.44285714285714284,5.143066064320373
NVDA,-0.06,0.03,0.11,3.372668712493658,0.27905350193691225,0.7348613340113019,-0.6547265622045574,65,0.4153846153846154,5.151262996169581
NVDA,-0.06,0.04,0.07,2.8680929822840677,0.25315748874441524,0.6881806685107219,-0.6756592611452054,68,0.4411764705882353,4.244880736812232
NVDA,-0.06,0.04,0.09,2.7364957935986505,0.2459423915081187,0.6754070645394437,-0.6868228247094671,68,0.4411764705882353,3.9842819649393793
NVDA,-0.06,0.04,0.11,2.6976819340834615,0.24377392290525624,0.6710400542015872,-0.6826710821193241,64,0.421875,3.9516569615174255
NVDA,-0.06,0.05,0.07,2.782414337230443,0.248483683950945,0.6797246280879466,-0.6373594819204021,66,0.4393939393939394,4.365533762590089
NVDA,-0.06,0.05,0.09,2.5634285308701976,0.23612412868880184,0.6573133126878234,-0.649840779705295,64,0.4375,3.944702473169999
NVDA,-0.06,0.05,0.11,2.354717779435873,0.22374072549527368,0.6337422271194841,-0.6625767819344766,60,0.4166666666666667,3.5538791029787933
NVDA,-0.06,0.06,0.07,2.004118569802761,0.20141289773521165,0.5917725185790609,-0.6812710601740939,63,0.4126984126984127,2.9417344827338225
NVDA,-0.06,0.06,0.09,1.979727257997035,0.19978011004419916,0.5890392501437498,-0.6922407550987194,60,0.4166666666666667,2.85988255302118
NVDA,-0.06,0.06,0.11,1.5717884974298482,0.17067148319024383,0.5327567429224008,-0.7034354893885335,58,0.41379310344827586,2.2344458321204934
NVDA,-0.06,0.08,0.07,3.136021471082927,0.26723666953476277,0.7072373091938802,-0.6715128434043639,58,0.41379310344827586,4.670084127035101
NVDA,-0.06,0.08,0.09,2.787636373116493,0.2487710593078727,0.6745503203021906,-0.6828182994603195,56,0.4107142857142857,4.082544910292771
NVDA,-0.06,0.08,0.11,2.2222681603090777,0.2155449679604302,0.6138928088575641,-0.6943564323831256,54,0.4074074074074074,3.2004717702145444
NVDA,-0.08,0.03,0.07,3.8783803456366055,0.3026191715086055,0.7729158042452824,-0.6639597988323724,58,0.5172413793103449,5.8412879099865
NVDA,-0.08,0.03,0.09,3.7462629782383425,0.29666664453690417,0.7632275312032737,-0.6731227650544933,58,0.5172413793103449,5.565497369465821
NVDA,-0.08,0.03,0.11,3.81978978051877,0.2999961698959084,0.7681664391211359,-0.6667391080129845,52,0.5,5.729062139316389
NVDA,-0.08,0.04,0.07,3.3454725746254903,0.27772297702671955,0.7291292129830335,-0.6911460967117873,56,0.5178571428571429,4.840470908454795
NVDA,-0.08,0.04,0.09,3.228745179330347,0.2719322728461142,0.7194372412385122,-0.6995646165709343,56,0.5178571428571429,4.615363760329578
NVDA,-0.08,0.04,0.11,3.267003283619404,0.27384472491768497,0.7222129406699781,-0.6937000312500927,51,0.5098039215686274,4.709533136004118
NVDA,-0.08,0.05,0.07,2.6622063202388264,0.24177530449290918,0.6656087664711942,-0.6490955586533877,55,0.509090909090909,4.101408929313634
NVDA,-0.08,0.05,0.09,2.563907062656162,0.23615181888758796,0.6557890780943001,-0.6586602933800297,55,0.509090909090909,3.892609116452166
NVDA,-0.08,0.05,0.11,2.575773387490035,0.23683747385978204,0.656327923306887,-0.6690444756077142,50,0.5,3.849928489657401
NVDA,-0.08,0.06,0.07,4.08828599716091,0.31180584722008997,0.7834972213411732,-0.6788733577342403,50,0.48,6.02216297131719
NVDA,-0.08,0.06,0.09,3.5668803486804945,0.2883595945734412,0.7433368838706351,-0.6876265229070678,49,0.46938775510204084,5.187234974010093
NVDA,-0.08,0.06,0.11,3.47235991938305,0.28387250391260976,0.7349982763497213,-0.6971296805003507,45,0.4888888888888889,4.980938290980286
NVDA,-0.08,0.08,0.07,4.577145057630061,0.33203520457776725,0.8122001640883083,-0.6577551911358828,47,0.5106382978723404,6.958736501532968
NVDA,-0.08,0.08,0.09,4.21123589555597,0.31704115264263955,0.7876443573690907,-0.6670836000330481,46,0.5,6.312905751763857
NVDA,-0.08,0.08,0.11,3.8267962251958867,0.3003112306945317,0.7587119775986505,-0.6772111912967976,42,0.5238095238095238,5.650816575945712
